symbol,company_name,company_industry,sector,market_cap_category,confidence_score,uncertainty,high_confidence,sharpe_ratio,return_on_equity,profit_margin,year_change_percent
CHOLAHLDNG,Cholamandalam Financial Holdings Limited,Investment Company,Financial Services,Large,0.8945817810297012,0.12184265150002767,True,1.4056,59.95207667731629,0.1395054345042698,63.89
CUB,City Union Bank Limited,Private Sector Bank,Financial Services,Mid,0.8934230607748032,0.13516476336545397,True,0.3955,0.4246562282991007,0.0660247047197285,7.69
SUMICHEM,Sumitomo Chemical India Limited,Pesticides & Agrochemicals,Chemicals,Large,0.8919631725549698,0.12745152367017382,True,1.1285,0.27156917348164,0.16469867802193755,44.45
KANSAINER,Kansai Nerolac Paints Limited,Paints,Consumer Durables,Large,0.8768572199344635,0.150307795068137,False,-0.2285,4.15182253010061,0.1676400857763156,-8.63
RCF,Rashtriya Chemicals and Fertilizers Limited,Fertilizers,Chemicals,Mid,0.8698490285873413,0.12125430034530871,True,0.0621,0.10235820841414563,0.012830232119582216,-10.47
TRIVENI,Triveni Engineering & Industries Limited,Sugar,Fast Moving Consumer Goods,Mid,0.867287889122963,0.13288548928749996,True,0.5786,0.7787421958276229,0.010473799117694043,17.23
PGHH,Procter & Gamble Hygiene and Health Care Limited,Personal Care,Fast Moving Consumer Goods,Large,0.8658096659183502,0.12690259509114718,True,-0.6433,6.519408502772643,0.18755317640385707,-13.82
JINDALSAW,Jindal Saw Limited,Iron & Steel Products,Capital Goods,Large,0.859865243434906,0.13249060010835495,True,-0.5602,7.146833463643471,0.08687707114932552,-50.19
SYRMA,Syrma SGS Technology Limited,Industrial Products,Capital Goods,Mid,0.8589925158023834,0.1323554869198728,True,0.2793,0.16799911420389077,0.03565215659723605,0.19
KIMS,Krishna Institute of Medical Sciences Limited,Hospital,Healthcare,Large,0.8504491209983825,0.15771053568633173,False,-0.3686,1.2848501008215707,0.13779545149903938,-68.4
SUVENPHAR,Suven Pharmaceuticals Limited,Pharmaceuticals,Healthcare,Large,0.8463537228107453,0.1286885136028321,True,1.8103,0.0870489516522232,0.2841114634830013,83.17
ISEC,ICICI Securities Limited,Stockbroking & Allied,Financial Services,Large,0.8425582432746888,0.18035067615110212,False,1.1223,3.2080797697368424,0.31630082034171786,24.38
JYOTICNC,Jyoti CNC Automation Limited,Industrial Products,Capital Goods,Large,0.8406574732065201,0.1503695913551436,False,0.8427,1.4458905866402845,0.1657206069117519,36.3
DOMS,DOMS Industries Limited,Stationary,Fast Moving Consumer Goods,Mid,0.8400835698843002,0.14556241474628703,True,1.2628,0.8912170386286838,0.11557569061497588,54.29
ENGINERSIN,Engineers India Limited,Civil Construction,Construction,Mid,0.8381274527311325,0.13553576958372848,True,-0.3209,0.3557990088295798,0.1443955666574771,-24.69
POLYMED,Poly Medicure Limited,Medical Equipment & Supplies,Healthcare,Large,0.833813464641571,0.13940133532397322,True,0.958,1.6525957824187292,0.20075029898208582,38.15
GODREJAGRO,Godrej Agrovet Limited,Animal Feed,Fast Moving Consumer Goods,Mid,0.8298429495096207,0.14434922001450048,True,1.2951,0.5847463504282395,0.04652558306996839,49.19
RENUKA,Shree Renuka Sugars Limited,Sugar,Fast Moving Consumer Goods,Mid,0.8277720463275909,0.1403401251448833,True,-0.9296,-0.6156015037593985,-0.04790813341135167,-37.4
GILLETTE,Gillette India Limited,Personal Care,Fast Moving Consumer Goods,Large,0.8273527044057846,0.1435595442261724,True,0.7492,3.6623708704101463,0.16669071881793762,22.35
JBCHEPHARM,JB Chemicals & Pharmaceuticals Limited,Pharmaceuticals,Healthcare,Large,0.8243829345703125,0.15958339118981668,False,-0.3237,10.950429184549357,0.17497136900720747,-12.81
ZFCVINDIA,ZF Commercial Vehicle Control Systems India Limited,Auto Components & Equipments,Automobile and Auto Components,Large,0.8209913015365601,0.14991683277086093,True,-0.0561,11.739798393049199,0.11848299741174931,-10.15
SAMMAANCAP,Sammaan Capital Limited,Housing Finance Company,Financial Services,Mid,0.8200473952293396,0.15766722643870484,False,-0.8243,-5.268866641947843,-0.32073768222364,-35.56
DEEPAKFERT,Deepak Fertilizers and Petrochemicals Corporation Limited,Commodity Chemicals,Chemicals,Mid,0.8173941779136658,0.16940326460758048,False,1.7667,1.7606939163498099,0.08765661417602309,124.1
EIHOTEL,EIH Limited,Hotels & Resorts,Consumer Services,Large,0.8172105103731155,0.17429542362493,False,-0.5229,1.354654726686389,0.2653233804875502,-21.79
GNFC,Gujarat Narmada Valley Fertilizers and Chemicals Limited,Commodity Chemicals,Chemicals,Mid,0.8145922780036926,0.16816947872431973,False,-0.8363,0.8752834467120182,0.06612986123008395,-29.66
SKFINDIA,SKF India Limited,Abrasives & Bearings,Capital Goods,Large,0.8144933474063873,0.18144518499510592,False,-0.402,2.4476792793764663,0.09794283093442689,-15.25
BBOX,Black Box Limited,IT Enabled Services,Information Technology,Mid,0.8121117979288102,0.1480811210680694,True,0.7623,0.8974333603783665,0.03017108033757014,23.35
BALRAMCHIN,Balrampur Chini Mills Limited,Sugar,Fast Moving Consumer Goods,Mid,0.8085075747966767,0.15665248618475336,False,1.1533,3.4324264948794183,0.0531225373519778,44.27
PFIZER,Pfizer Limited,Pharmaceuticals,Healthcare,Large,0.8074710428714752,0.1839972453852364,False,0.1136,3.181493624772313,0.2584643432143195,-0.67
PRAJIND,Praj Industries Limited,Industrial Products,Capital Goods,Mid,0.805448089838028,0.12994175168751257,True,0.2057,1.6240790005784864,0.07562870580599336,-0.46
BASF,BASF India Limited,Specialty Chemicals,Chemicals,Large,0.8050956851243973,0.17080160795754726,False,0.6743,3.4807884807884806,0.0377548693800952,23.79
RBLBANK,RBL Bank Limited,Private Sector Bank,Financial Services,Mid,0.8031719022989273,0.16233774204397816,False,-0.7033,0.4246562282991007,0.0660247047197285,-30.88
JKTYRE,JK Tyre & Industries Limited,Tyres & Rubber Products,Automobile and Auto Components,Mid,0.8017971616983414,0.17134392602459234,False,-0.856,2.2878075924322983,0.03765292717598467,-29.91
METROBRAND,Metro Brands Limited,Footwear,Consumer Durables,Large,0.7998459225893021,0.15639555801826127,False,0.1602,0.6351473911785902,0.13896450751359526,0.25
WHIRLPOOL,Whirlpool of India Limited,Household Appliances,Consumer Durables,Large,0.7989362421631813,0.20485297754217,False,-0.3939,0.6392632878799822,0.041136490439075524,-22.12
TVSHLTD,TVS Holdings Limited,Investment Company,Financial Services,Large,0.7980024638772011,0.18230217052096456,False,0.4577,58.14525691699605,0.052712532473349456,10.04
CAMPUS,Campus Activewear Limited,Footwear,Consumer Durables,Mid,0.7973108702898025,0.1823505275277669,False,0.2878,0.1881004366812227,0.07256264476731944,3.59
HATSUN,Hatsun Agro Product Limited,Dairy Products,Fast Moving Consumer Goods,Large,0.797169851064682,0.20939306531101545,False,0.0668,3.527827648114901,0.03651901606186242,-5.43
MINDACORP,Minda Corporation Limited,Auto Components & Equipments,Automobile and Auto Components,Mid,0.7917854851484298,0.1624311345804201,False,0.6443,1.4173985780008365,0.05444235011887678,19.82
SAREGAMA,Saregama India Limited,Media & Entertainment,Media Entertainment & Publication,Mid,0.7910268312692642,0.1782701348831412,False,0.8496,2.480463347164592,0.16799372380037939,34.73
ZEEL,Zee Entertainment Enterprises Limited,TV Broadcasting & Software Production,Media Entertainment & Publication,Mid,0.7906941542029381,0.18098386035205988,False,-0.4627,1.7036702976479567,0.08037603743353142,-26.79
CEATLTD,CEAT Limited,Tyres & Rubber Products,Automobile and Auto Components,Mid,0.7903029900789261,0.17197916312643496,False,0.4372,3.0709517923362175,0.038037204317538084,9.65
SUNDRMFAST,Sundram Fasteners Limited,Auto Components & Equipments,Automobile and Auto Components,Large,0.7895363157987595,0.2076722393511244,False,-0.7415,6.6200222116452485,0.09429966800984445,-20.43
EMCURE,Emcure Pharmaceuticals Limited,Pharmaceuticals,Healthcare,Large,0.7871303939819336,0.21081843628629418,False,-1.2249,0.9116426828091666,0.08827887424927575,-32.35
JMFINANCIL,JM Financial Limited,Holding Company,Financial Services,Mid,0.7868161672353744,0.19031149680417345,False,0.6081,2.802862347124642,0.15963778640661588,19.08
INDIACEM,The India Cements Limited,Cement & Cement Products,Construction Materials,Mid,0.7867108836770058,0.2000265186036654,False,0.7648,-0.1703345165107024,-0.052797754195047626,26.16
TIMKEN,Timken India Limited,Abrasives & Bearings,Capital Goods,Large,0.7862349486351013,0.15595168996524308,False,-0.2637,1.154668368364376,0.11800577802998978,-15.16
SCI,Shipping Corporation Of India Limited,Shipping,Services,Mid,0.7857147401571274,0.19557265970405868,False,-0.0966,0.4679261485616144,0.1527603535158851,-18.51
NAVA,NAVA LIMITED,Power Generation,Power,Large,0.7831937235593796,0.14371442192000644,True,0.4349,7.341536726977971,0.34885604035342255,-1.31
BIKAJI,Bikaji Foods International Limited,Packaged Foods,Fast Moving Consumer Goods,Mid,0.7817967945337295,0.16023874655293405,False,0.9276,2.0558440036956864,0.07689546365070642,34.67
PRIVISCL,Privi Speciality Chemicals Limited,Specialty Chemicals,Chemicals,Mid,0.7779554432630539,0.15639813759245816,False,1.541,1.0455148602972486,0.08317277634052246,65.1
CRAFTSMAN,Craftsman Automation Limited,Auto Components & Equipments,Automobile and Auto Components,Mid,0.7763822215795517,0.1670841715044325,False,0.2282,3.748183342649524,0.03402744828391136,0.94
ARTEMISMED,Artemis Medicare Services Limited,Hospital,Healthcare,Small,0.7746700137853623,0.16236450606947347,False,1.1848,1.4377438610113555,0.08500844886621063,55.29
RATNAMANI,Ratnamani Metals & Tubes Limited,Iron & Steel Products,Capital Goods,Large,0.7736463409662246,0.20695182839463058,False,-0.1538,8.046821796115582,0.09748737687854599,-7.86
ECLERX,eClerx Services Limited,Business Process Outsourcing (BPO)/ Knowledge Process Outsourcing (KPO),Services,Mid,0.7708559292554855,0.1725009941012189,False,0.1113,2.7316754386581317,0.1575398396566027,-2.4
HEG,HEG Limited,Electrodes & Refractories,Capital Goods,Large,0.7705809557437897,0.16864349845549756,False,-0.757,1.6298407434276436,0.1166750852731678,-81.44
KNRCON,KNR Constructions Limited,Civil Construction,Construction,Mid,0.7686987626552582,0.16874933599711778,False,-0.038,5.892327887116942,0.2631786062962505,-11.0
GPIL,Godawari Power And Ispat limited,Iron & Steel Products,Capital Goods,Large,0.7648928302526474,0.18512437402020152,False,-0.6181,3.1973613063696336,0.15132368559108417,-77.13
FACT,Fertilizers and Chemicals Travancore Limited,Fertilizers,Chemicals,Large,0.7644075900316238,0.17828877756123138,False,0.1901,-0.015191555782218306,-0.009837771839753404,-4.29
GENUSPOWER,Genus Power Infrastructures Limited,Other Electrical Equipment,Capital Goods,Mid,0.762724512219429,0.17086628420919112,False,0.2298,2.0633802430587176,0.12494375480529778,-0.38
SAPPHIRE,Sapphire Foods India Limited,Restaurants,Consumer Services,Large,0.7623296052217483,0.1736129317517074,False,-0.8245,-0.013854533135277408,-0.0014396406476704,-79.64
AIIL,Authum Investment & Infrastructure Limited,Non Banking Financial Company (NBFC),Financial Services,Large,0.7616990411281586,0.17315052802383654,False,1.2733,48.65625674747277,0.7928276212353536,73.72
RAINBOW,Rainbow Childrens Medicare Limited,Hospital,Healthcare,Mid,0.7616620552539826,0.1495667753307916,True,0.5927,0.6161204966415632,0.16379884425956942,15.92
NSLNISP,NMDC Steel Limited,Iron & Steel,Metals & Mining,Mid,0.7597268187999725,0.179365047184786,False,-1.376,-0.21615522593134764,-0.3354752153650614,-43.76
SOBHA,Sobha Limited,Residential Commercial Projects,Realty,Mid,0.7568032336235047,0.16562273196163144,False,-0.5737,0.17981364993965873,0.019210504138428286,-28.77
VGUARD,V-Guard Industries Limited,Household Appliances,Consumer Durables,Mid,0.7554067122936249,0.17049765595634586,False,0.3426,1.7053063851304762,0.05509760529142965,5.93
CHENNPETRO,Chennai Petroleum Corporation Limited,Refineries & Marketing,Oil Gas & Consumable Fuels,Mid,0.7524379801750183,0.19599559045652795,False,-0.5624,-0.5727844559353524,-0.005070028932531841,-33.48
JPPOWER,Jaiprakash Power Ventures Limited,Power Generation,Power,Mid,0.7511098152399063,0.20069460087415067,False,-0.5567,0.03199746308190801,0.15963001785852937,-27.09
TMB,Tamilnad Mercantile Bank Limited,Private Sector Bank,Financial Services,Mid,0.7467759478092194,0.14155237466043508,False,-0.6816,0.4246562282991007,0.0660247047197285,-13.3
CENTRALBK,Central Bank of India,Public Sector Bank,Financial Services,Large,0.7466821709275245,0.18151028507609634,False,-1.0411,0.4246562282991007,0.0660247047197285,-43.83
GPPL,Gujarat Pipavav Port Limited,Port & Port services,Services,Mid,0.7443692982196808,0.1672407216204751,False,-0.9077,0.1961891168845496,0.3866496173413924,-31.86
QUESS,Quess Corp Limited,Diversified Commercial Services,Services,Mid,0.7408135607838631,0.21133685717289977,False,0.2287,0.7815031484475113,0.023376949792885616,1.43
ORIENTELEC,Orient Electric Limited,Household Appliances,Consumer Durables,Mid,0.7380665117502212,0.16391560805227498,False,0.1936,0.8114651671352702,0.023276862485045905,0.05
KIRLOSENG,Kirloskar Oil Engines Limited,Compressors Pumps & Diesel Engines,Capital Goods,Mid,0.7368132305145264,0.15908841920611677,False,-0.2152,3.8524006432345512,0.07829629283779999,-16.28
CARBORUNIV,Carborundum Universal Limited,Abrasives & Bearings,Capital Goods,Large,0.7362849688529969,0.1883444648982086,False,-0.6171,4.704203152364274,0.07304921528047842,-23.47
HONASA,Honasa Consumer Limited,Personal Care,Fast Moving Consumer Goods,Mid,0.736216014623642,0.17202139461017232,False,-0.7762,0.04898724930746955,0.031112989304406546,-41.3
ANANDRATHI,Anand Rathi Wealth Limited,Financial Products Distributor,Financial Services,Large,0.7336587649583817,0.18916466520132919,False,-0.9546,3.627911535279043,0.31858044241036515,-56.99
ACMESOLAR,Acme Solar Holdings Limited,Power Generation,Power,Mid,0.7329806578159332,0.18177554577869628,False,-0.6815,0.5648762529938792,0.20926086585037232,-22.14
ABSLAMC,Aditya Birla Sun Life AMC Limited,Asset Management Company,Financial Services,Mid,0.7260611385107041,0.1828390815598486,False,0.7662,1.6174640982355526,0.5628435088396945,25.21
JYOTHYLAB,Jyothy Labs Limited,Household Products,Fast Moving Consumer Goods,Mid,0.7213407254219055,0.14363741000600652,False,-0.2104,2.669843863471314,0.1349116063155384,-14.41
DCMSHRIRAM,DCM Shriram Limited,Diversified,Diversified,Mid,0.7200116220116616,0.2013857600490062,False,0.4909,4.522700691121744,0.04375231433861346,12.27
WOCKPHARMA,Wockhardt Limited,Pharmaceuticals,Healthcare,Mid,0.7199726331233979,0.17244551819865087,False,2.506,-0.05106382978723404,-0.005288673424416043,143.81
SWSOLAR,Sterling and Wilson Renewable Energy Limited,Civil Construction,Construction,Mid,0.7163482809066772,0.19834869865672267,False,-1.0846,3.2287917737789202,0.06711134463135959,-49.49
KIRLOSBROS,Kirloskar Brothers Limited,Compressors Pumps & Diesel Engines,Capital Goods,Mid,0.7158719998598099,0.16608486089771207,False,0.8444,5.886792452830188,0.08745211622909464,37.82
JUBLINGREA,Jubilant Ingrevia Limited,Specialty Chemicals,Chemicals,Mid,0.711569275856018,0.13830629915846146,False,0.5605,3.735132855335302,0.0566539255041822,16.52
PDSL,PDS Limited,Trading - Textile Products,Textiles,Mid,0.7112179952859878,0.19295269569657883,False,-0.187,2.018824927568504,0.018428088882337275,-13.13
MANYAVAR,Vedant Fashions Limited,Speciality Retail,Consumer Services,Large,0.7087651869654655,0.21868360217492608,False,-0.1643,3.9435029023891537,0.28199582551148283,-11.17
GRANULES,Granules India Limited,Pharmaceuticals,Healthcare,Mid,0.7079868441820145,0.20134765623277556,False,0.4505,4.8057010849387405,0.10641472343620734,10.22
DBCORP,D.B.Corp Limited,Print Media,Media Entertainment & Publication,Mid,0.707413239479065,0.15728896091910607,False,-0.077,0.5961716919991319,0.177871717610388,-12.79
LEMONTREE,Lemon Tree Hotels Limited,Hotels & Resorts,Consumer Services,Mid,0.7067733925580978,0.21252127370499252,False,0.2196,0.05682926208099763,0.1487501962674747,1.19
FINPIPE,Finolex Industries Limited,Plastic Products - Industrial,Capital Goods,Mid,0.7067600241303444,0.16994156433751745,False,-0.7257,1.7126762081884586,0.21393460284967813,-30.44
LTFOODS,LT Foods Limited,Other Agricultural Products,Fast Moving Consumer Goods,Mid,0.7052511841058731,0.2091698415069541,False,1.466,4.331928017900493,0.06993261275103052,75.33
MAPMYINDIA,C.E. Info Systems Limited,Software Products,Information Technology,Mid,0.7049151253700257,0.1667229613314953,False,0.0942,3.0249264791655155,0.30821793336334,-5.38
HNDFDS,Hindustan Foods Limited,Diversified FMCG,Fast Moving Consumer Goods,Mid,0.7046355658769607,0.18169355419905667,False,0.5273,1.1061281361154143,0.037663071608565565,12.37
RRKABEL,R R Kabel Limited,Cables - Electricals,Capital Goods,Mid,0.7025545001029968,0.17344870075577784,False,-1.351,1.076770249227158,0.03379053491420233,-42.28
UCOBANK,UCO Bank,Public Sector Bank,Financial Services,Large,0.7009415581822396,0.19641172671272183,False,-1.1727,0.4246562282991007,0.0660247047197285,-45.55
JUSTDIAL,Just Dial Limited,Internet & Catalogue Retail,Consumer Services,Mid,0.7007296559214592,0.17645177409505813,False,0.0931,1.6721542803386642,0.5002755854725411,-6.88
IOB,Indian Overseas Bank,Public Sector Bank,Financial Services,Large,0.6989227324724198,0.19177681136750618,False,-1.0417,0.4246562282991007,0.0660247047197285,-43.43
VTL,Vardhman Textiles Limited,Other Textile Products,Textiles,Mid,0.6984991478919983,0.17847161019073834,False,0.1787,3.801054481546573,0.08917157185441521,-0.7
UTIAMC,UTI Asset Management Company Limited,Asset Management Company,Financial Services,Mid,0.6980078357458115,0.20035453433037487,False,0.466,1.8578708058952649,0.4787032049555615,10.97
